Course,Section,Faculty,Capacity,Timing
CSE106,13,TBA,0/40,T 04:50 PM - 06:20 PM
CSE106,13,TBA,0/40,R 04:50 PM - 06:20 PM
CSE106,14,TBA,0/40,T 04:50 PM - 06:20 PM
CSE106,14,TBA,0/40,S 04:50 PM - 06:20 PM
CSE106,15,TBA,0/40,S 08:30 AM - 10:00 AM
CSE106,15,TBA,0/40,R 08:30 AM - 10:00 AM
CSE106,16,TBA,0/40,R 08:30 AM - 10:00 AM
CSE106,16,TBA,0/40,S 08:30 AM - 10:00 AM
CSE106,17,TBA,0/40,T 08:30 AM - 10:00 AM
CSE106,17,TBA,0/40,R 08:30 AM - 10:00 AM
CSE108,1,RIFAT,0/30,MW 08:30 AM - 10:00 AM
CSE108,1,RIFAT,0/30,R 10:10 AM - 12:10 PM
CSE108,2,MAMRD,0/30,S 10:10 AM - 12:10 PM
CSE108,2,MAMRD,0/30,SR 03:10 PM - 04:40 PM
CSE108,3,MAMRD,0/30,MW 04:50 PM - 06:20 PM
CSE108,3,MAMRD,0/30,S 08:00 AM - 10:00 AM
CSE110,1,DAKP,0/30,S 08:00 AM - 11:00 AM
CSE110,1,DAKP,0/30,MW 10:10 AM - 11:40 AM
CSE110,2,DAKP,0/30,MW 11:50 AM - 01:20 PM
CSE110,2,DAKP,0/30,S 11:50 AM - 02:50 PM
CSE110,3,DSU,0/30,W 10:10 AM - 01:10 PM
CSE110,3,DSU,0/30,TR 03:10 PM - 04:40 PM
CSE110,4,MKR,0/30,TR 08:30 AM - 10:00 AM
CSE110,4,MKR,0/30,M 10:10 AM - 01:10 PM
CSE110,5,DAHF,0/30,S 01:30 PM - 04:30 PM
CSE110,5,DAHF,0/30,MW 11:50 AM - 01:20 PM
CSE110,6,SAJID,0/30,MW 04:50 PM - 06:20 PM
CSE110,6,SAJID,0/30,T 10:10 AM - 01:10 PM
CSE110,7,SDNA,0/30,R 03:10 PM - 04:40 PM
CSE110,7,SDNA,0/30,S 04:50 PM - 07:50 PM
CSE110,7,SDNA,0/30,T 03:10 PM - 04:40 PM
CSE110,8,SDNA,0/30,SR 01:30 PM - 03:00 PM
CSE110,8,SDNA,0/30,T 04:50 PM - 07:50 PM
CSE110,9,ARIJIT,0/30,S 04:50 PM - 07:50 PM
CSE110,9,ARIJIT,0/30,ST 03:10 PM - 04:40 PM
CSE110,10,SUDDIN,0/30,SR 03:10 PM - 04:40 PM
CSE110,10,SUDDIN,0/30,R 04:50 PM - 07:50 PM
CSE110,11,FZRN,0/30,T 01:30 PM - 04:30 PM
CSE110,11,FZRN,0/30,S 03:10 PM - 04:40 PM
CSE110,11,FZRN,0/30,R 03:10 PM - 04:40 PM
CSE110,12,FZRN,0/30,R 04:50 PM - 06:20 PM
CSE110,12,FZRN,0/30,S 04:50 PM - 06:20 PM
CSE110,12,FZRN,0/30,W 04:50 PM - 07:50 PM
CSE110,13,SABBIR,0/30,S 04:50 PM - 07:50 PM
CSE110,13,SABBIR,0/30,TR 03:10 PM - 04:40 PM
CSE110,14,PROMA,0/30,ST 08:30 AM - 10:00 AM
CSE110,14,PROMA,0/30,M 08:00 AM - 11:00 AM
CSE110,15,PROMA,0/30,W 08:00 AM - 11:00 AM
CSE110,15,PROMA,0/30,TR 10:10 AM - 11:40 AM
CSE110,16,TBA,0/30,T 04:50 PM - 06:20 PM
CSE110,16,TBA,0/30,W 04:50 PM - 07:50 PM
CSE110,16,TBA,0/30,R 04:50 PM - 06:20 PM
CSE110,17,TBA,0/30,R 04:50 PM - 06:20 PM
CSE110,17,TBA,0/30,T 08:00 AM - 11:00 AM
CSE110,17,TBA,0/30,T 04:50 PM - 06:20 PM
CSE110,18,TBA,0/30,T 04:50 PM - 06:20 PM
CSE110,18,TBA,0/30,T 08:00 AM - 11:00 AM
CSE110,18,TBA,0/30,R 04:50 PM - 06:20 PM
CSE200,1,IMRAN,0/30,R 08:00 AM - 10:00 AM
CSE200,2,MYMA,0/30,M 08:00 AM - 10:00 AM
CSE200,3,KHALID,0/30,R 10:10 AM - 12:10 PM
CSE200,4,AUR,0/30,R 10:10 AM - 12:10 PM
CSE200,5,TTB,0/30,M 01:30 PM - 03:30 PM
CSE200,6,KMSK,0/30,S 10:10 AM - 12:10 PM
CSE200,7,NISHAT,0/30,S 04:50 PM - 06:50 PM
CSE200,8,RIFAT,0/30,W 01:30 PM - 03:30 PM
CSE200,9,MAMRD,0/30,W 01:30 PM - 03:30 PM
CSE200,10,ARMAN,0/30,M 08:00 AM - 10:00 AM
CSE200,11,SABBIR,0/30,M 01:30 PM - 03:30 PM
CSE200,12,MIR,0/30,M 04:50 PM - 06:50 PM
CSE200,13,MOON,0/30,W 10:10 AM - 12:10 PM
CSE200,14,ANTU,0/30,R 01:30 PM - 03:30 PM
CSE200,15,TBA,0/30,W 01:30 PM - 03:30 PM
CSE200,16,TBA,0/30,S 08:00 AM - 10:00 AM
CSE200,17,TBA,0/30,T 08:00 AM - 10:00 AM
CSE200,18,TBA,0/30,R 10:10 AM - 12:10 PM
CSE200,19,TBA,0/30,R 10:10 AM - 12:10 PM
CSE200,20,TBA,0/30,T 04:50 PM - 06:50 PM
CSE207,1,MI,0/30,MW 10:10 AM - 11:40 AM
CSE207,1,MI,0/30,T 10:10 AM - 12:10 PM
CSE207,2,MI,0/30,T 01:30 PM - 03:30 PM
CSE207,2,MI,0/30,MW 11:50 AM - 01:20 PM
CSE207,3,DAKP,0/30,TR 11:50 AM - 01:20 PM
CSE207,3,DAKP,0/30,R 01:30 PM - 03:30 PM
CSE207,4,ATIQ,0/30,T 01:30 PM - 03:30 PM
CSE207,4,ATIQ,0/30,MW 01:30 PM - 03:00 PM
CSE207,5,ATIQ,0/30,ST 04:50 PM - 06:20 PM
CSE207,5,PC,0/30,M 04:50 PM - 06:50 PM
CSE207,6,MYMA,0/30,TR 10:10 AM - 11:40 AM
CSE207,6,MYMA,0/30,M 01:30 PM - 03:30 PM
CSE207,7,MYMA,0/30,T 04:50 PM - 06:20 PM
CSE207,7,MYMA,0/30,R 04:50 PM - 06:20 PM
CSE207,7,MYMA,0/30,W 01:30 PM - 03:30 PM
CSE207,8,AASR,0/30,TR 10:10 AM - 11:40 AM
CSE207,8,AASR,0/30,S 10:10 AM - 12:10 PM
CSE207,9,MMLI,0/30,M 04:50 PM - 06:50 PM
CSE207,9,MMLI,0/30,MW 01:30 PM - 03:00 PM
CSE207,10,MMLI,0/30,W 04:50 PM - 06:50 PM
CSE207,10,MMLI,0/30,MW 03:10 PM - 04:40 PM
CSE207,11,PC,0/30,S 04:50 PM - 06:50 PM
CSE207,11,PC,0/30,MW 01:30 PM - 03:00 PM
CSE207,12,RIFAT,0/30,SR 03:10 PM - 04:40 PM
CSE207,12,RIFAT,0/30,S 10:10 AM - 12:10 PM
CSE207,13,TBA,0/30,S 08:30 AM - 10:00 AM
CSE207,13,TBA,0/30,R 10:10 AM - 12:10 PM
CSE207,13,TBA,0/30,R 08:30 AM - 10:00 AM
CSE209,1,SJ,0/30,T 01:30 PM - 03:30 PM
CSE209,1,SJ,0/30,MW 08:30 AM - 10:00 AM
CSE209,2,ALI,0/30,ST 01:30 PM - 03:00 PM
CSE209,2,ALI,0/30,R 01:30 PM - 03:30 PM
CSE209,3,DZIM,0/30,W 01:30 PM - 03:30 PM
CSE209,3,DZIM,0/30,MW 10:10 AM - 11:40 AM
CSE209,4,DZIM,0/30,TR 11:50 AM - 01:20 PM
CSE209,4,DZIM,0/30,S 10:10 AM - 12:10 PM
CSE209,5,SHK,0/30,M 04:50 PM - 06:50 PM
CSE209,5,SHK,0/30,T 01:30 PM - 03:00 PM
CSE209,5,SHK,0/30,R 01:30 PM - 03:00 PM
CSE209,6,SHK,0/30,S 04:50 PM - 06:50 PM
CSE209,6,SHK,0/30,TR 03:10 PM - 04:40 PM
CSE209,7,MKN,0/30,MW 10:10 AM - 11:40 AM
CSE209,7,MKN,0/30,R 01:30 PM - 03:30 PM
CSE209,8,MKN,0/30,R 10:10 AM - 12:10 PM
CSE209,8,MKN,0/30,ST 10:10 AM - 11:40 AM
CSE209,9,DOF,0/30,TR 01:30 PM - 03:00 PM
CSE209,9,DOF,0/30,T 04:50 PM - 06:50 PM
CSE209,10,DOF,0/30,R 04:50 PM - 06:50 PM
CSE209,10,DOF,0/30,TR 03:10 PM - 04:40 PM
CSE209,11,DSMU,0/30,MW 01:30 PM - 03:00 PM
CSE209,11,DSMU,0/30,M 04:50 PM - 06:50 PM
CSE209,12,DSMU,0/30,W 04:50 PM - 06:50 PM
CSE209,12,DSMU,0/30,MW 03:10 PM - 04:40 PM
CSE209,13,SJA,0/30,R 04:50 PM - 06:50 PM
CSE209,13,SJA,0/30,MW 04:50 PM - 06:20 PM
CSE209,14,DMSA,0/30,TR 10:10 AM - 11:40 AM
CSE209,14,SJA,0/30,S 08:00 AM - 10:00 AM
CSE209,15,TBA,0/30,T 04:50 PM - 06:20 PM
CSE209,15,TBA,0/30,R 04:50 PM - 06:20 PM
CSE209,15,TBA,0/30,T 10:10 AM - 12:10 PM
CSE227,1,DSU,0/30,TR 11:50 AM - 01:20 PM
CSE227,1,DSU,0/30,S 03:10 PM - 06:10 PM
CSE246,1,DTBI,0/30,S 10:10 AM - 01:10 PM
CSE246,1,DTBI,0/30,R 11:50 AM - 01:20 PM
CSE246,1,DTBI,0/30,T 11:50 AM - 01:20 PM
CSE246,2,DTS,0/30,R 08:30 AM - 10:00 AM
CSE246,2,DTS,0/30,S 08:30 AM - 10:00 AM
CSE246,2,DTS,0/30,W 01:30 PM - 04:30 PM
CSE246,3,DTS,0/30,W 04:50 PM - 07:50 PM
CSE246,3,DTS,0/30,T 01:30 PM - 03:00 PM
CSE246,3,DTS,0/30,R 01:30 PM - 03:00 PM
CSE246,4,DHMAI,0/30,ST 01:30 PM - 03:00 PM
CSE246,4,DHMAI,0/30,R 04:50 PM - 07:50 PM
CSE246,5,DHMAI,0/30,TR 03:10 PM - 04:40 PM
CSE246,5,DHMAI,0/30,W 04:50 PM - 07:50 PM
CSE246,6,FHUQ,0/30,ST 08:30 AM - 10:00 AM
CSE246,6,FHUQ,0/30,R 08:00 AM - 10:00 AM
CSE246,7,TTB,0/30,S 01:30 PM - 04:30 PM
CSE246,7,TTB,0/30,MW 08:30 AM - 10:00 AM
CSE246,8,RABEA,0/30,T 01:30 PM - 04:30 PM
CSE246,8,RABEA,0/30,MW 10:10 AM - 11:40 AM
CSE246,9,RABEA,0/30,M 01:30 PM - 04:30 PM
CSE246,9,RABEA,0/30,MW 08:30 AM - 10:00 AM
CSE246,10,TM,0/30,TR 10:10 AM - 11:40 AM
CSE246,10,TM,0/30,S 08:00 AM - 11:00 AM
CSE246,11,TM,0/30,MW 01:30 PM - 03:00 PM
CSE246,11,TM,0/30,W 04:50 PM - 07:50 PM
CSE246,12,TBA,0/30,T 04:50 PM - 06:20 PM
CSE246,12,TBA,0/30,R 08:00 AM - 11:00 AM
CSE246,12,TBA,0/30,R 04:50 PM - 06:20 PM
CSE251,1,MHR,0/30,MW 10:10 AM - 11:40 AM
CSE251,1,MHR,0/30,M 08:00 AM - 10:00 AM
CSE251,2,MHR,0/30,W 08:00 AM - 10:00 AM
CSE251,2,MHR,0/30,MW 11:50 AM - 01:20 PM
CSE251,3,SJ,0/30,ST 10:10 AM - 11:40 AM
CSE251,3,SJ,0/30,R 10:10 AM - 12:10 PM
CSE251,4,SJ,0/30,M 10:10 AM - 12:10 PM
CSE251,4,SJ,0/30,ST 11:50 AM - 01:20 PM
CSE251,5,RDA,0/30,SR 01:30 PM - 03:00 PM
CSE251,5,RDA,0/30,W 10:10 AM - 12:10 PM
CSE251,6,RDA,0/30,MW 03:10 PM - 04:40 PM
CSE251,6,RDA,0/30,T 01:30 PM - 03:30 PM
CSE251,7,SHK,0/30,MW 03:10 PM - 04:40 PM
CSE251,7,SHK,0/30,W 04:50 PM - 06:50 PM
CSE251,8,MKN,0/30,W 01:30 PM - 03:30 PM
CSE251,8,PMSR,0/30,ST 03:10 PM - 04:40 PM
CSE251,9,KOUSHIK,0/30,M 01:30 PM - 03:30 PM
CSE251,9,PMSR,0/30,ST 04:50 PM - 06:20 PM
CSE251,10,SJA,0/30,S 04:50 PM - 06:50 PM
CSE251,10,SJA,0/30,T 01:30 PM - 03:00 PM
CSE251,10,SJA,0/30,R 01:30 PM - 03:00 PM
CSE251,11,SJA,0/30,R 03:10 PM - 04:10 PM
CSE251,11,SJA,0/30,T 04:50 PM - 06:50 PM
CSE251,11,SJA,0/30,T 03:10 PM - 04:40 PM
CSE251,12,TBA,0/30,S 08:30 AM - 10:00 AM
CSE251,12,TBA,0/30,T 08:00 AM - 10:00 AM
CSE251,12,TBA,0/30,R 08:30 AM - 10:00 AM
CSE251,13,TBA,0/30,R 03:10 PM - 04:40 PM
CSE251,13,TBA,0/30,T 01:30 PM - 03:30 PM
CSE251,13,TBA,0/30,S 03:10 PM - 04:40 PM
CSE302,1,DMRH,0/30,ST 11:50 AM - 01:20 PM
CSE302,1,DMRH,0/30,T 01:30 PM - 04:30 PM
CSE302,2,MKR,0/30,W 08:00 AM - 11:00 AM
CSE302,2,MKR,0/30,S 10:10 AM - 11:40 AM
CSE302,2,MKR,0/30,R 10:10 AM - 11:40 AM
CSE302,3,MRJ,0/30,MW 03:10 PM - 04:40 PM
CSE302,3,MRJ,0/30,R 01:30 PM - 04:30 PM
CSE302,4,MRJ,0/30,T 10:10 AM - 01:10 PM
CSE302,4,MRJ,0/30,SR 10:10 AM - 11:40 AM
CSE302,5,DMSHN,0/30,TR 01:30 PM - 03:00 PM
CSE302,5,MRJ,0/30,S 01:30 PM - 04:30 PM
CSE302,6,DMSHN,0/30,TR 03:10 PM - 04:40 PM
CSE302,6,KRI,0/30,S 10:10 AM - 01:10 PM
CSE302,7,KRI,0/30,MW 11:50 AM - 01:20 PM
CSE302,7,KRI,0/30,M 01:30 PM - 04:30 PM
CSE302,8,KRI,0/30,W 04:50 PM - 07:50 PM
CSE302,8,KRI,0/30,S 01:30 PM - 03:00 PM
CSE302,8,KRI,0/30,R 01:30 PM - 03:00 PM
CSE302,9,SKL,0/30,MW 08:30 AM - 10:00 AM
CSE302,9,SKL,0/30,W 11:50 AM - 02:50 PM
CSE302,10,ANTU,0/30,R 10:10 AM - 01:10 PM
CSE302,10,ANTU,0/30,MW 04:50 PM - 06:20 PM
CSE302,11,ANTU,0/30,ST 03:10 PM - 04:40 PM
CSE302,11,ANTU,0/30,M 10:10 AM - 01:10 PM
CSE302,12,TBA,0/30,S 08:00 AM - 11:00 AM
CSE302,12,TBA,0/30,MW 04:50 PM - 06:20 PM
CSE303,1,DMRH,0/30,MW 01:30 PM - 03:00 PM
CSE303,1,DMRH,0/30,S 01:30 PM - 03:30 PM
CSE303,2,DMIM,0/30,T 08:00 AM - 10:00 AM
CSE303,2,DMIM,0/30,SR 08:30 AM - 10:00 AM
CSE303,3,DMIM,0/30,SR 10:10 AM - 11:40 AM
CSE303,4,DMIR,0/30,MW 10:10 AM - 11:40 AM
CSE303,4,SAJID,0/30,T 08:00 AM - 10:00 AM
CSE303,5,TTB,0/30,T 04:50 PM - 06:50 PM
CSE303,5,DMIR,0/30,MW 11:50 AM - 01:20 PM
CSE303,6,NAFIS,0/30,M 10:10 AM - 12:10 PM
CSE303,6,NAFIS,0/30,ST 10:10 AM - 11:40 AM
CSE303,7,NAFIS,0/30,T 08:00 AM - 10:00 AM
CSE303,7,NAFIS,0/30,SR 11:50 AM - 01:20 PM
CSE303,8,SAJID,0/30,SR 10:10 AM - 11:40 AM
CSE303,8,SAJID,0/30,S 01:30 PM - 03:30 PM
CSE303,9,TBA,0/30,S 08:30 AM - 10:00 AM
CSE303,9,TBA,0/30,R 08:30 AM - 10:00 AM
CSE303,9,TBA,0/30,T 08:00 AM - 10:00 AM
CSE325,1,DSHR,0/30,ST 08:30 AM - 10:00 AM
CSE325,1,MOON,0/30,R 08:00 AM - 10:00 AM
CSE325,2,KRI,0/30,T 04:50 PM - 06:50 PM
CSE325,2,NYA,0/30,MW 10:10 AM - 11:40 AM
CSE325,3,KRI,0/30,S 04:50 PM - 06:20 PM
CSE325,3,KRI,0/30,M 08:00 AM - 10:00 AM
CSE325,3,KRI,0/30,R 04:50 PM - 06:20 PM
CSE325,4,MOON,0/30,W 04:50 PM - 06:50 PM
CSE325,4,MOON,0/30,SR 10:10 AM - 11:40 AM
CSE325,5,MOON,0/30,ST 08:30 AM - 10:00 AM
CSE325,5,MOON,0/30,S 01:30 PM - 03:30 PM
CSE325,6,MOON,0/30,SR 11:50 AM - 01:20 PM
CSE325,6,MOON,0/30,M 04:50 PM - 06:50 PM
CSE325,7,AUR,0/30,MW 03:10 PM - 04:40 PM
CSE325,7,AUR,0/30,T 01:30 PM - 03:30 PM
CSE325,8,AUR,0/30,R 01:30 PM - 03:30 PM
CSE325,8,AUR,0/30,MW 04:50 PM - 06:20 PM
CSE325,9,MYMA,0/30,S 04:50 PM - 06:50 PM
CSE325,9,MYMA,0/30,MW 11:50 AM - 01:20 PM
CSE325,10,PMTI,0/30,T 08:00 AM - 10:00 AM
CSE325,10,PMTI,0/30,TR 10:10 AM - 11:40 AM
CSE325,11,PMTI,0/30,TR 11:50 AM - 01:20 PM
CSE325,11,PMTI,0/30,R 08:00 AM - 10:00 AM
CSE325,12,TBA,0/30,T 04:50 PM - 06:20 PM
CSE325,12,TBA,0/30,R 04:50 PM - 06:20 PM
CSE325,12,TBA,0/30,S 10:10 AM - 12:10 PM
CSE345,1,ALI,0/30,MW 10:10 AM - 11:40 AM
CSE345,1,ALI,0/30,S 10:10 AM - 12:10 PM
CSE345,2,ALI,0/30,R 10:10 AM - 12:10 PM
CSE345,2,ALI,0/30,MW 11:50 AM - 01:20 PM
CSE345,3,DZIM,0/30,SR 01:30 PM - 03:00 PM
CSE345,3,DZIM,0/30,W 04:50 PM - 06:50 PM
CSE345,4,MKN,0/30,M 01:30 PM - 03:30 PM
CSE345,4,MKN,0/30,ST 01:30 PM - 03:00 PM
CSE345,5,SHK,0/30,MW 11:50 AM - 01:20 PM
CSE345,5,SHK,0/30,S 01:30 PM - 03:30 PM
CSE345,6,NISHAT,0/30,R 03:10 PM - 04:40 PM
CSE345,6,NISHAT,0/30,W 01:30 PM - 03:30 PM
CSE345,6,NISHAT,0/30,T 03:10 PM - 04:40 PM
CSE345,7,NISHAT,0/30,R 10:10 AM - 11:40 AM
CSE345,7,NISHAT,0/30,S 10:10 AM - 11:40 AM
CSE345,7,NISHAT,0/30,M 10:10 AM - 12:10 PM
CSE345,8,AUR,0/30,R 04:50 PM - 06:20 PM
CSE345,8,AUR,0/30,T 04:50 PM - 06:50 PM
CSE345,8,AUR,0/30,S 04:50 PM - 06:20 PM
CSE345,9,KOUSHIK,0/30,MW 04:50 PM - 06:20 PM
CSE345,9,KOUSHIK,0/30,T 01:30 PM - 03:30 PM
CSE345,10,KOUSHIK,0/30,R 04:50 PM - 06:50 PM
CSE345,10,KOUSHIK,0/30,ST 04:50 PM - 06:20 PM
CSE347,1,DHJ,0/30,MW 10:10 AM - 11:40 AM
CSE347,1,DHJ,0/30,M 08:00 AM - 10:00 AM
CSE347,2,DHJ,0/30,W 08:00 AM - 10:00 AM
CSE347,2,DHJ,0/30,SR 10:10 AM - 11:40 AM
CSE347,3,DHJ,0/30,ST 01:30 PM - 03:00 PM
CSE347,3,DHJ,0/30,R 01:30 PM - 03:30 PM
CSE347,4,SABBIR,0/30,W 01:30 PM - 03:30 PM
CSE347,4,SABBIR,0/30,SR 01:30 PM - 03:00 PM
CSE347,5,YS,0/30,ST 04:50 PM - 06:20 PM
CSE347,5,YS,0/30,M 04:50 PM - 06:50 PM
CSE347,6,SABBIR,0/30,T 04:50 PM - 06:50 PM
CSE347,6,SABBIR,0/30,MW 04:50 PM - 06:20 PM
CSE347,7,SKL,0/30,TR 08:30 AM - 10:00 AM
CSE347,7,SKL,0/30,S 01:30 PM - 03:30 PM
CSE347,8,SKL,0/30,M 01:30 PM - 03:30 PM
CSE347,8,SKL,0/30,SR 10:10 AM - 11:40 AM
CSE347,9,AADNAN,0/30,TR 04:50 PM - 06:20 PM
CSE347,9,AADNAN,0/30,W 04:50 PM - 06:20 PM
