Course,Section,Faculty,Capacity,Timing
CSE103,21,TBA,0/0,T 01:30 PM - 03:00 PM
CSE103,21,TBA,0/0,R 08:00 AM - 11:00 AM
CSE103,21,TBA,0/0,R 01:30 PM - 03:00 PM
CSE103,22,TBA,0/0,W 08:00 AM - 11:00 AM
CSE103,22,TBA,0/0,T 08:30 AM - 10:00 AM
CSE103,22,TBA,0/0,R 08:30 AM - 10:00 AM
CSE106,1,MHAK,37/37,ST 10:10 AM - 11:40 AM
CSE106,2,MHAK,37/37,ST 01:30 PM - 03:00 PM
CSE106,3,MHAK,36/37,MW 10:10 AM - 11:40 AM
CSE106,4,DSU,35/37,MW 03:10 PM - 04:40 PM
CSE106,5,DSU,18/37,TR 04:50 PM - 06:20 PM
CSE106,6,NAFIS,37/37,MW 08:30 AM - 10:00 AM
CSE106,7,NAFIS,37/37,TR 08:30 AM - 10:00 AM
CSE106,8,AASR,32/37,MW 04:50 PM - 06:20 PM
CSE106,9,AASR,33/37,MW 03:10 PM - 04:40 PM
CSE106,10,MRJ,33/37,MW 04:50 PM - 06:20 PM
CSE106,11,SDNA,33/37,M 04:50 PM - 06:20 PM
CSE106,11,SDNA,33/37,W 04:50 PM - 06:20 PM
CSE106,12,MAHCY,34/37,MW 01:30 PM - 03:00 PM
CSE106,13,MAHCY,14/20,MW 03:10 PM - 04:40 PM
CSE106,14,MOON,20/20,TR 10:10 AM - 11:40 AM
CSE106,15,TBA,0/0,MW 04:50 PM - 06:20 PM
CSE106,16,TBA,0/0,MW 08:30 AM - 10:00 AM
CSE106,17,TBA,0/0,ST 04:50 PM - 06:20 PM
CSE106,18,TBA,0/0,S 08:30 AM - 10:00 AM
CSE106,18,TBA,0/0,R 08:30 AM - 10:00 AM
CSE106,19,TBA,0/0,T 04:50 PM - 06:20 PM
CSE106,19,TBA,0/0,R 04:50 PM - 06:20 PM
CSE106,20,TBA,0/0,R 04:50 PM - 06:20 PM
CSE106,20,TBA,0/0,S 04:50 PM - 06:20 PM
CSE107,1,TBA,0/33,MW 08:30 AM - 10:00 AM
CSE108,1,RIFAT,32/33,MW 08:30 AM - 10:00 AM
CSE108,1,RIFAT,32/33,R 10:10 AM - 12:10 PM
CSE108,2,RIFAT,33/33,S 10:10 AM - 12:10 PM
CSE108,2,RIFAT,33/33,SR 03:10 PM - 04:40 PM
CSE108,3,MAMRD,34/34,MW 04:50 PM - 06:20 PM
CSE108,3,MAMRD,34/34,S 08:00 AM - 10:00 AM
CSE110,1,DAKP,30/30,MW 10:10 AM - 11:40 AM
CSE110,1,DAKP,30/30,S 08:00 AM - 11:00 AM
CSE110,2,DAKP,30/30,S 11:50 AM - 02:50 PM
CSE110,2,DAKP,30/30,MW 11:50 AM - 01:20 PM
CSE110,3,DSU,21/30,TR 03:10 PM - 04:40 PM
CSE110,3,DSU,21/30,W 10:10 AM - 01:10 PM
CSE110,4,DAHF,30/30,S 01:30 PM - 04:30 PM
CSE110,4,DAHF,30/30,MW 11:50 AM - 01:20 PM
CSE110,5,TM,30/30,MW 11:50 AM - 01:20 PM
CSE110,5,SAJID,30/30,S 10:10 AM - 01:10 PM
CSE110,6,SDIS,29/30,W 01:30 PM - 04:30 PM
CSE110,6,SDIS,29/30,T 10:10 AM - 11:40 AM
CSE110,6,SDIS,29/30,R 10:10 AM - 11:40 AM
CSE110,7,SDNA,30/30,R 03:10 PM - 04:40 PM
CSE110,7,SDNA,30/30,T 03:10 PM - 04:40 PM
CSE110,7,SDNA,30/30,S 04:50 PM - 07:50 PM
CSE110,8,SDNA,30/30,T 04:50 PM - 07:50 PM
CSE110,8,SDNA,30/30,S 01:30 PM - 03:00 PM
CSE110,8,SDNA,30/30,R 01:30 PM - 03:00 PM
CSE110,9,ARIJIT,26/30,ST 03:10 PM - 04:40 PM
CSE110,9,ARIJIT,26/30,S 04:50 PM - 07:50 PM
CSE110,10,SUDDIN,30/30,R 04:50 PM - 07:50 PM
CSE110,10,SUDDIN,30/30,SR 03:10 PM - 04:40 PM
CSE110,11,FZRN,26/30,T 01:30 PM - 04:30 PM
CSE110,11,FZRN,26/30,T 11:50 AM - 01:20 PM
CSE110,11,FZRN,26/30,S 11:50 AM - 01:20 PM
CSE110,12,FZRN,24/30,W 04:50 PM - 07:50 PM
CSE110,12,FZRN,24/30,SR 04:50 PM - 06:20 PM
CSE110,13,SABBIR,24/30,TR 03:10 PM - 04:40 PM
CSE110,13,SABBIR,24/30,S 04:50 PM - 07:50 PM
CSE110,14,PROMA,29/30,M 08:00 AM - 11:00 AM
CSE110,14,PROMA,29/30,ST 08:30 AM - 10:00 AM
CSE110,15,PROMA,30/30,TR 10:10 AM - 11:40 AM
CSE110,15,PROMA,30/30,W 08:00 AM - 11:00 AM
CSE110,16,SDIS,25/30,S 11:50 AM - 01:20 PM
CSE110,16,SDIS,25/30,T 11:50 AM - 01:20 PM
CSE110,16,SDIS,25/30,S 01:30 PM - 04:30 PM
CSE110,17,TBA,0/0,R 11:50 AM - 01:20 PM
CSE110,17,TBA,0/0,S 10:10 AM - 01:10 PM
CSE110,17,TBA,0/0,T 11:50 AM - 01:20 PM
CSE110,18,TBA,0/0,T 04:50 PM - 06:50 PM
CSE110,18,TBA,0/0,T 01:30 PM - 03:00 PM
CSE110,18,TBA,0/0,R 01:30 PM - 03:00 PM
CSE110,19,TBA,0/0,R 08:30 AM - 10:00 AM
CSE110,19,TBA,0/0,T 08:30 AM - 10:00 AM
CSE110,19,TBA,0/0,S 10:10 AM - 01:10 PM
CSE110,20,TBA,0/0,S 08:00 AM - 11:00 AM
CSE110,20,TBA,0/0,TR 04:50 PM - 06:20 PM
CSE200,1,IMRAN,33/34,R 08:00 AM - 10:00 AM
CSE200,2,SDIS,32/34,M 10:10 AM - 12:10 PM
CSE200,3,KHALID,34/34,R 10:10 AM - 12:10 PM
CSE200,4,AUR,34/34,R 10:10 AM - 12:10 PM
CSE200,5,TTB,34/34,M 01:30 PM - 03:30 PM
CSE200,6,KMSK,34/34,S 10:10 AM - 12:10 PM
CSE200,7,NISHAT,33/34,S 04:50 PM - 06:50 PM
CSE200,8,RIFAT,31/34,W 01:30 PM - 03:30 PM
CSE200,9,MAMRD,33/34,W 01:30 PM - 03:30 PM
CSE200,10,ARMAN,6/33,M 01:30 PM - 03:30 PM
CSE200,11,SABBIR,33/34,M 01:30 PM - 03:30 PM
CSE200,12,MIR,8/33,M 04:50 PM - 06:50 PM
CSE200,13,MOON,34/34,W 10:10 AM - 12:10 PM
CSE200,14,KMSK,34/34,W 01:30 PM - 03:30 PM
CSE200,15,ANTU,34/34,R 01:30 PM - 03:30 PM
CSE200,16,TBA,0/0,S 08:00 AM - 10:00 AM
CSE200,17,TBA,0/0,T 08:00 AM - 10:00 AM
CSE200,18,TBA,0/0,R 10:10 AM - 12:10 PM
CSE200,19,TBA,0/0,R 10:10 AM - 12:10 PM
CSE207,1,MI,34/34,MW 10:10 AM - 11:40 AM
CSE207,1,MI,34/34,T 10:10 AM - 12:10 PM
CSE207,2,MI,34/34,T 01:30 PM - 03:30 PM
CSE207,2,MI,34/34,MW 11:50 AM - 01:20 PM
CSE207,3,DAKP,34/34,TR 11:50 AM - 01:20 PM
CSE207,3,DAKP,34/34,R 01:30 PM - 03:30 PM
CSE207,4,ATIQ,34/34,MW 01:30 PM - 03:00 PM
CSE207,4,ATIQ,34/34,T 01:30 PM - 03:30 PM
CSE207,5,ATIQ,33/34,M 04:50 PM - 06:50 PM
CSE207,5,ATIQ,33/34,SR 03:10 PM - 04:40 PM
CSE207,6,NAFIS,34/34,SR 11:50 AM - 01:20 PM
CSE207,6,NAFIS,34/34,T 01:30 PM - 03:30 PM
CSE207,7,TM,33/34,R 10:10 AM - 11:40 AM
CSE207,7,TM,33/34,M 01:30 PM - 03:30 PM
CSE207,7,TM,33/34,T 10:10 AM - 11:40 AM
CSE207,8,MYMA,16/33,W 01:30 PM - 03:30 PM
CSE207,8,MYMA,16/33,TR 11:50 AM - 01:20 PM
CSE207,9,AASR,28/28,T 10:10 AM - 11:40 AM
CSE207,9,AASR,28/28,S 10:10 AM - 12:10 PM
CSE207,9,AASR,28/28,R 10:10 AM - 11:40 AM
CSE207,10,MMLI,34/34,M 04:50 PM - 06:50 PM
CSE207,10,MMLI,34/34,MW 01:30 PM - 03:00 PM
CSE207,11,MMLI,34/34,MW 03:10 PM - 04:40 PM
CSE207,11,MMLI,34/34,W 04:50 PM - 06:50 PM
CSE207,12,PC,33/34,S 04:50 PM - 06:50 PM
CSE207,12,PC,33/34,MW 01:30 PM - 03:00 PM
CSE207,13,MIR,5/33,S 11:50 AM - 01:20 PM
CSE207,13,MIR,5/33,S 08:00 AM - 10:00 AM
CSE207,13,MIR,5/33,R 11:50 AM - 01:20 PM
CSE207,14,TBA,0/0,R 01:30 PM - 03:00 PM
CSE207,14,TBA,0/0,W 04:50 PM - 06:50 PM
CSE207,14,TBA,0/0,T 01:30 PM - 03:00 PM
CSE207,15,TBA,0/0,R 08:30 AM - 10:00 AM
CSE207,15,TBA,0/0,S 08:30 AM - 10:00 AM
CSE207,15,TBA,0/0,S 10:10 AM - 12:10 PM
CSE209,1,SJ,33/33,T 01:30 PM - 03:30 PM
CSE209,1,SJ,33/33,MW 08:30 AM - 10:00 AM
CSE209,2,ALI,12/33,ST 01:30 PM - 03:00 PM
CSE209,2,ALI,12/33,R 01:30 PM - 03:30 PM
CSE209,3,TBA,4/4,M 08:00 AM - 10:00 AM
CSE209,3,TBA,4/4,MW 10:10 AM - 11:40 AM
CSE209,4,DZIM,10/33,TR 11:50 AM - 01:20 PM
CSE209,4,DZIM,10/33,S 10:10 AM - 12:10 PM
CSE209,5,SHK,33/33,M 04:50 PM - 06:50 PM
CSE209,5,SHK,33/33,T 01:30 PM - 03:00 PM
CSE209,5,SHK,33/33,R 01:30 PM - 03:00 PM
CSE209,6,SHK,33/33,S 04:50 PM - 06:50 PM
CSE209,6,SHK,33/33,TR 03:10 PM - 04:40 PM
CSE209,7,MKN,33/33,MW 10:10 AM - 11:40 AM
CSE209,7,MKN,33/33,R 01:30 PM - 03:30 PM
CSE209,8,MKN,33/33,ST 10:10 AM - 11:40 AM
CSE209,8,MKN,33/33,R 10:10 AM - 12:10 PM
CSE209,9,DOF,33/33,M 04:50 PM - 06:50 PM
CSE209,9,DOF,33/33,MW 01:30 PM - 03:00 PM
CSE209,10,DOF,33/33,W 04:50 PM - 06:50 PM
CSE209,10,DOF,33/33,MW 03:10 PM - 04:40 PM
CSE209,11,DSMU,33/33,M 04:50 PM - 06:50 PM
CSE209,11,DSMU,33/33,MW 01:30 PM - 03:00 PM
CSE209,12,DSMU,33/33,MW 03:10 PM - 04:40 PM
CSE209,12,DSMU,33/33,W 04:50 PM - 06:50 PM
CSE209,13,SJA,11/33,R 04:50 PM - 06:50 PM
CSE209,13,SJA,11/33,MW 08:30 AM - 10:00 AM
CSE209,14,DZIM,0/0,MW 10:10 AM - 11:40 AM
CSE209,14,DZIM,0/0,T 10:10 AM - 11:49 AM
CSE209,15,DMSA,20/33,T 10:10 AM - 11:40 AM
CSE209,15,DMSA,20/33,R 10:10 AM - 11:40 AM
CSE209,15,SJA,20/33,S 08:00 AM - 10:00 AM
CSE209,18,TBA,0/0,R 04:50 PM - 06:20 PM
CSE209,18,TBA,0/0,S 04:50 PM - 06:20 PM
CSE209,18,TBA,0/0,W 01:30 PM - 03:30 PM
CSE227,1,DSU,19/30,S 03:10 PM - 06:10 PM
CSE227,1,DSU,19/30,T 11:50 AM - 01:20 PM
CSE227,1,DSU,19/30,R 11:50 AM - 01:20 PM
CSE246,1,DTBI,33/34,TR 11:50 AM - 01:20 PM
CSE246,1,DTBI,33/34,S 04:50 PM - 07:50 PM
CSE246,2,DTBI,34/34,W 04:50 PM - 07:50 PM
CSE246,2,DTBI,34/34,MW 03:10 PM - 04:40 PM
CSE246,3,DTS,32/34,S 08:30 AM - 10:00 AM
CSE246,3,DTS,32/34,W 01:30 PM - 04:30 PM
CSE246,3,DTS,32/34,R 08:30 AM - 10:00 AM
CSE246,4,DTS,34/34,M 08:00 AM - 11:00 AM
CSE246,4,DTS,34/34,TR 01:30 PM - 03:00 PM
CSE246,5,DHMAI,33/33,ST 01:30 PM - 03:00 PM
CSE246,5,DHMAI,33/33,R 04:50 PM - 07:50 PM
CSE246,6,DHMAI,28/28,TR 03:10 PM - 04:40 PM
CSE246,6,DHMAI,28/28,W 04:50 PM - 07:50 PM
CSE246,7,TBA,4/4,SR 08:30 AM - 10:00 AM
CSE246,7,TBA,4/4,M 10:10 AM - 01:10 PM
CSE246,8,FHUQ,6/30,T 10:10 AM - 01:10 PM
CSE246,8,FHUQ,6/30,MW 08:30 AM - 10:00 AM
CSE246,9,RABEA,33/33,T 10:10 AM - 01:10 PM
CSE246,9,RABEA,33/33,W 10:10 AM - 11:40 AM
CSE246,9,RABEA,33/33,M 10:10 AM - 11:40 AM
CSE246,10,RABEA,28/28,M 01:30 PM - 04:30 PM
CSE246,10,RABEA,28/28,MW 08:30 AM - 10:00 AM
CSE246,11,TBA,0/0,R 10:10 AM - 11:40 AM
CSE246,11,TBA,0/0,S 10:10 AM - 11:40 AM
CSE246,11,TBA,0/0,S 08:00 AM - 10:00 AM
CSE246,12,TBA,0/0,S 11:50 AM - 01:20 PM
CSE246,12,TBA,0/0,W 08:00 AM - 11:00 AM
CSE246,12,TBA,0/0,R 11:50 AM - 01:20 PM
CSE246,13,TBA,0/0,S 11:50 AM - 01:20 PM
CSE246,13,TBA,0/0,T 04:50 PM - 06:20 PM
CSE246,13,TBA,0/0,R 11:50 AM - 01:20 PM
CSE246,14,TBA,0/0,T 01:30 PM - 03:00 PM
CSE246,14,TBA,0/0,R 01:30 PM - 03:00 PM
CSE246,14,TBA,0/0,M 04:50 PM - 07:50 PM
CSE251,1,MHR,33/33,M 08:00 AM - 10:00 AM
CSE251,1,MHR,33/33,MW 10:10 AM - 11:40 AM
CSE251,2,MHR,33/33,MW 11:50 AM - 01:20 PM
CSE251,2,MHR,33/33,W 08:00 AM - 10:00 AM
CSE251,3,SJ,33/33,R 10:10 AM - 12:10 PM
CSE251,3,SJ,33/33,ST 10:10 AM - 11:40 AM
CSE251,4,SJ,33/33,ST 11:50 AM - 01:20 PM
CSE251,4,SJ,33/33,M 10:10 AM - 12:10 PM
CSE251,5,RDA,34/34,SR 01:30 PM - 03:00 PM
CSE251,5,RDA,34/34,W 10:10 AM - 12:10 PM
CSE251,6,RDA,30/34,T 01:30 PM - 03:30 PM
CSE251,6,RDA,30/34,SR 03:10 PM - 04:40 PM
CSE251,7,SHK,34/34,W 04:50 PM - 06:50 PM
CSE251,7,SHK,34/34,MW 03:10 PM - 04:40 PM
CSE251,8,MKN,27/34,W 01:30 PM - 03:30 PM
CSE251,8,PMSR,27/34,ST 01:30 PM - 03:00 PM
CSE251,9,PMSR,21/34,ST 03:10 PM - 04:40 PM
CSE251,9,KOUSHIK,21/34,M 01:30 PM - 03:30 PM
CSE251,10,SJA,34/34,W 10:10 AM - 11:40 AM
CSE251,10,SJA,34/34,S 04:50 PM - 06:50 PM
CSE251,10,SJA,34/34,M 10:10 AM - 11:40 AM
CSE251,11,SJA,34/34,ST 03:10 PM - 04:40 PM
CSE251,11,SJA,34/34,T 04:50 PM - 06:50 PM
CSE251,12,TBA,0/0,T 04:50 PM - 06:50 PM
CSE251,12,TBA,0/0,S 08:30 AM - 10:00 AM
CSE251,12,TBA,0/0,T 08:30 AM - 10:00 AM
CSE251,13,TBA,0/0,R 11:50 AM - 01:20 PM
CSE251,13,TBA,0/0,S 11:50 AM - 01:20 PM
CSE251,13,TBA,0/0,S 01:30 PM - 03:30 PM
CSE251,14,TBA,0/0,S 10:10 AM - 12:10 PM
CSE251,14,TBA,0/0,S 08:30 AM - 10:00 AM
CSE251,14,TBA,0/0,R 08:30 AM - 10:00 AM
CSE302,1,DMRH,33/34,T 01:30 PM - 04:30 PM
CSE302,1,DMRH,33/34,ST 11:50 AM - 01:20 PM
CSE302,2,MKR,0/0,TR 08:30 AM - 10:00 AM
CSE302,2,MKR,0/0,M 10:10 AM - 01:10 PM
CSE302,3,MKR,8/33,W 10:10 AM - 01:10 PM
CSE302,3,MKR,8/33,SR 10:10 AM - 11:10 AM
CSE302,4,MRJ,34/34,MW 03:10 PM - 04:40 PM
CSE302,4,MRJ,34/34,R 01:30 PM - 04:30 PM
CSE302,5,MRJ,34/34,T 10:10 AM - 01:10 PM
CSE302,5,MRJ,34/34,S 10:10 AM - 11:40 AM
CSE302,5,MRJ,34/34,R 10:10 AM - 11:40 AM
CSE302,6,MRJ,34/34,S 01:30 PM - 04:30 PM
CSE302,6,DMSHN,34/34,TR 01:30 PM - 03:00 PM
CSE302,7,KRI,33/34,S 10:10 AM - 01:10 PM
CSE302,7,DMSHN,33/34,TR 03:10 PM - 04:40 PM
CSE302,8,KRI,33/34,MW 11:50 AM - 01:20 PM
CSE302,8,KRI,33/34,M 01:30 PM - 04:30 PM
CSE302,9,SKL,13/33,MW 08:30 AM - 10:00 AM
CSE302,9,SKL,13/33,W 11:50 AM - 02:50 PM
CSE302,10,ANTU,34/34,MW 08:30 AM - 10:00 AM
CSE302,10,ANTU,34/34,T 04:50 PM - 07:50 PM
CSE302,11,TBA,0/0,S 08:00 AM - 10:00 AM
CSE302,11,TBA,0/0,MW 04:50 PM - 06:20 PM
CSE302,12,TBA,0/0,W 04:50 PM - 06:50 PM
CSE302,12,TBA,0/0,ST 04:50 PM - 06:20 PM
CSE303,1,DMIM,35/35,SR 08:30 AM - 10:00 AM
CSE303,1,DMIM,35/35,T 10:10 AM - 12:10 PM
CSE303,2,DMIM,35/35,T 08:00 AM - 10:00 AM
CSE303,2,DMIM,35/35,SR 10:10 AM - 11:40 AM
CSE303,3,MKR,24/35,S 01:30 PM - 03:09 PM
CSE303,3,MKR,24/35,MW 04:50 PM - 06:20 PM
CSE303,4,SAJID,35/35,R 04:50 PM - 06:50 PM
CSE303,4,DMIR,35/35,MW 10:10 AM - 11:40 AM
CSE303,5,DMIR,35/35,MW 11:50 AM - 01:20 PM
CSE303,5,MAMRD,35/35,T 04:50 PM - 06:50 PM
CSE303,6,NAFIS,35/35,ST 10:10 AM - 11:40 AM
CSE303,6,NAFIS,35/35,M 10:10 AM - 12:10 PM
CSE303,7,SAJID,35/35,TR 10:10 AM - 11:40 AM
CSE303,7,SAJID,35/35,S 01:30 PM - 03:30 PM
CSE325,1,MOON,26/33,R 08:00 AM - 10:00 AM
CSE325,1,DSHR,26/33,ST 08:30 AM - 10:00 AM
CSE325,2,NYA,33/33,MW 10:10 AM - 11:40 AM
CSE325,2,KRI,33/33,T 04:50 PM - 06:50 PM
CSE325,3,KRI,11/33,M 04:50 PM - 06:50 PM
CSE325,3,KRI,11/33,SR 04:50 PM - 06:20 PM
CSE325,4,KRI,17/33,S 01:30 PM - 03:00 PM
CSE325,4,KRI,17/33,W 04:50 PM - 06:50 PM
CSE325,4,KRI,17/33,R 01:30 PM - 03:00 PM
CSE325,5,MOON,33/34,S 01:30 PM - 03:30 PM
CSE325,5,MOON,33/34,ST 08:30 AM - 10:00 AM
CSE325,6,MOON,33/34,M 04:50 PM - 06:50 PM
CSE325,6,MOON,33/34,SR 11:50 AM - 01:20 PM
CSE325,7,AUR,4/33,T 01:30 PM - 03:30 PM
CSE325,7,AUR,4/33,MW 03:10 PM - 04:40 PM
CSE325,8,TBA,1/1,MW 04:50 PM - 06:20 PM
CSE325,8,TBA,1/1,R 01:30 PM - 03:30 PM
CSE325,9,MYMA,34/34,MW 11:50 AM - 01:20 PM
CSE325,9,MYMA,34/34,T 10:10 AM - 11:49 AM
CSE325,10,TBA,1/1,TR 08:30 AM - 10:00 AM
CSE325,10,TBA,1/1,M 04:50 PM - 06:50 PM
CSE325,11,PMTI,34/34,T 08:00 AM - 10:00 AM
CSE325,11,PMTI,34/34,TR 10:10 AM - 11:40 AM
CSE325,12,PMTI,33/34,R 08:00 AM - 10:00 AM
CSE325,12,PMTI,33/34,TR 11:50 AM - 01:20 PM
CSE325,13,TBA,0/0,W 08:00 AM - 10:00 AM
CSE325,13,TBA,0/0,R 11:50 AM - 01:20 PM
CSE325,13,TBA,0/0,S 11:20 AM - 01:20 PM
CSE325,14,TBA,0/0,W 08:00 AM - 10:00 AM
CSE325,14,TBA,0/0,S 08:30 AM - 10:00 AM
CSE325,14,TBA,0/0,S 08:30 AM - 10:00 AM
CSE345,1,ALI,32/33,S 10:10 AM - 12:10 PM
CSE345,1,ALI,32/33,MW 10:10 AM - 11:40 AM
CSE345,2,ALI,33/33,MW 11:50 AM - 01:20 PM
CSE345,2,ALI,33/33,R 10:10 AM - 12:10 PM
CSE345,3,DTS,34/34,W 10:10 AM - 12:10 PM
CSE345,3,DTS,34/34,ST 10:10 AM - 11:40 AM
